artist,title,lyrics
ed-sheeran,ed sheeran   happier  ,walking down 29th and park i saw you in anothers arm only a month weve been apart you look happier saw you walk inside a bar he said something to make you laugh i saw that both your smiles were twice as wide as ours yeah  you look happier  you do aint nobody hurt you like i hurt you but aint nobody love you like i do promise that i will not take it personal  baby if youre moving on with someone new cause baby you look happier  you do my friends told me one day ill feel it too and until then ill smile to hide the truth but i know i was happier with you hey yeah  hey yeah sat in the corner of the room everythings reminding me of you nursing an empty bottle and telling myself youre happier  arent you  oh  aint nobody hurt you like i hurt you but aint nobody need you like i do i know that theres others that deserve you but my darling  i am still in love with you but i guess you look happier  you do my friends told me one day i ll feel it too i could try to smile to hide the truth but i know i was happier with you hey yeah  hey yeah hey yeah  hey yeah hey yeah  hey yeah hey yeah  hey yeah  cause baby you look happier  you do i knew one day you d fall for someone new but if he breaks your heart like lovers do just know that i ll be waiting here for youembed
ed-sheeran,cold water     justin bieber   m    major lazer,everybody gets high sometimes  you know what else can we do when were feelin low  so take a deep breath and let it go you shouldnt be drowning on your own and if you feel youre sinking  i will jump right over into cold  cold water for you and although time may take us into different places i will still be patient with you and i hope you know    i wont let go ill be your lifeline tonight i wont let go ill be your lifeline tonight cause we all get lost sometimes  you know  its how we learn and how we grow and i wanna lay with you til im old  oh oh you shouldnt be fighting on your own and if you feel youre sinking  i will jump right over into cold  cold water for you and although time may take us into different places i will still be patient with you and i hope you know    i wont let go and i wont let go  no no  no no  no i wont ill be your lifeline tonight i wont let go ill be your lifeline tonight come on  come on save me from my rocking boat i just wanna stay afloat im all alone and i hope  i hope someones gonna take me home somewhere i can rest my soul  i need to know you wont let go and i wont let go  no no  no no  no  i wont ill be your lifeline tonight you wont let go ill be your lifeline tonight i wont let go  no no  no no  no  i wont ill be your lifeline tonight you wont let go ill be your lifeline tonightembed
ed-sheeran,ed sheeran   sing   live and in session  ,its late in the evening glass on the side ive been sat with you for most of the night ignorin everybody here we wish they would disappear so maybe we could get down now and i dont wanna know if youre gettin ahead of the program i want you to be mine  lady to hold your body close take another step into the no mans land and for the longest time  lady i need you darling come on  set the tone if you feel youre fallin won t you let me know if you love me come on  get involved feel it rushin through you from your head to toe sing  louder  sing  this love is ablaze  i saw flames from the side of the stage and the fire brigade comes in a couple of days until then  we got nothin to say and nothin to know but somethin to drink and maybe somethin to smoke let it go until our roads are changed singin we found love in a local rave no  i dont really know what im supposed to say but i can just figure it out  then hope and pray i told her my name  then said its nice to meet you then she handed me a bottle of water filled with tequila i already know if shes a keeper just from this one small act of kindness  im in deep shit if anybody finds out i meant to drive home but i drunk all of it now not soberin up  we just sit on the couch one thing led to another  now shes kissin my mouth i need you darling come on  set the tone if you feel youre fallin won t you let me know if you love me come on  get involved feel it rushin through you from your head to toe sing  louder  sing  can you feel it  all the guys in here dont even wanna dance can you feel it  all that i can hear is music from the back but can you feel it  found you hidin here so wont you take my hand  darlin  before the beat kicks in again can you feel it  can you feel it  sing  i need you darling come on  set the tone if you feel youre fallin won t you let me know louder  sing  if you love me come on  get involved feel it rushin through you from your head to toe louder  sing embed
ed-sheeran,chip   about time  ,ye ye yea yea yeah ye ye yeah ay wheres my lighter  gotta get that vibe right aye kojo and chipmunk hm h money ye i cock back  buss mine  see your cock back  you my star nine  i bill a zoobie just to pass time  do it every time like its the last time  when you smell my neck whats that  chanel bleu i smell your neck whats that  chanel too whisper in your ear  got things to tell you i smell my bedsheets  i can smell you but ooh i like it  i like it plumber chippy i fix the piping close my eyes and i see you gyal  yuh affi come outta my eye lids come in and let her play play when its fun time nah cum time  when you come mine  come by cah i want your time like all of the time so every time you pull up  im like its about time  cah last night you spent the night round mine today i just cant get you off of my mind she ring my door and text im outside yeah every time she pull up  im like its about time yeah last night you spent the night round mine today i just cant get you off of my mind she ring my door and text im outside yeah every time she pull up  im like its about  me no go lie  yeah seen you the other night mi no care mama too fine me no lie  yeah yeah yeah bitches will say what they wanna say but baby if you come my way baby man im here to stay  day by day mi know you shy  tek your time  yeah mi know you like the way i clip it last night yeah mi know you want to feel it all the time yeah mi know you want it in your belly everyday aye mi no play no games yeah yeah mi buss it ay aye mi know you want the pipe everyday yeah yeah yeah yeah yeah so last night you spent the night round mine today i just cant get you off of my mind she ring my door and text im outside yeah every time she pull up  im like its about time yeah last night you spent the night round mine today i just cant get you off of my mind she ring my door and text im outside yeah every time she pull up  im like its about  busy girl yeah she work  work  work  i take my time on your body like a verse  i skr skr  pull up on you in the merc  cah if the beats on me affi murk  nice in a tracksuit or nice in a skirt  whine as she twerk  yeah she bad from she birth  girl the way you lick me  mek my toes dem curl  so if you ever left me  that will lick me where it hurts  so im in your mouth  hm  shush dat  in me  im gon push dat mi push  yuh push back  always tryna read me  librarys where the books at im the youngest og like baby where that kush at  cah you met mister wolf rise under the moonlight  sometimes chill time  sometime shine  i want your time like all of the time so every time you pull up  im like its about time  cah last night you spent the night round mine today i just cant get you off of my mind she ring my door and text im outside yeah every time she pull up  im like its about time yeah last night you spent the night round mine today i just cant get you off of my mind she ring my door and text im outside yeah every time she pull up  im like its about  and last night you spent the night round mine today i just cant get you off of my mind she ring my door and text im outside every time she pull up  im like its about time last time you spent the night round mine today i just cant get you off of my mind she ring my door and text im outside every time she pull up  im like its about timeembed
ed-sheeran,foy vance   guiding light  ,well the road is wide waters run on either side and my shadow in the fading light is stretching out towards the night cause the sun is low and i yet have still so far to go and my lonely heart is beating so tired of the wonder theres a sign ahead though i think its the same one again but im thinking bout my only friend so i find my way home cause when i need to get home youre my guiding light  youre my guiding light when i need to get home youre my guiding light  youre my guiding light oh  well the air is cold and yonder lies my sleeping soul by the branches broke like bones this weakened tree no longer holds well  the night is still and i have not yet lost my will oh  and i will keep on moving till i find my way home when i need to get home youre my guiding light  youre my guiding light when i need to get home youre my guiding light  youre my guiding light when i need to get home youre my guiding light  youre my guiding light when i need to get home youre my guiding light  youre my guiding light when i need to get home youre my guiding light  youre my guiding light when i need to get home youre my guiding light  youre my guiding light so lead me up  and leave me strong like the road i walk on when i need to get home youre my guiding light  youre my guiding light when i need to get home youre my guiding light  youre my guiding lightembed
ed-sheeran,ed sheeran   you break me  ,well my friend it seems we ve come too far to disagree my knees feel weak and i fell too fast the tide is high but we swam in too deep to catch your breath you tear me apart piece by piece you can take away all this mess and i could never think anything less of you  cos you break me you numb me you still seem to stun me this pain has outrun me you are all i have left the tide flows out as i leave empty rooms to spur this on we left that room too long you open wide and all the lies flow out to eat you whole but we both know that you re too cold and she said  i can put away all those lies and show you there s no surprise in me  well still  you break me you numb me you still seem to stun me this pain has outrun me you are all that i have left exorcise these demons but they keep talking to me i am no believer but i believe you will relieve me i believe you will relieve me and that s what s going on you break meembed
ed-sheeran,ed sheeran   the a team   live and in session  ,white lips  pale face breathing in the snowflakes burnt lungs  sour taste lights gone  days end struggling to pay rent long nights  strange men and they say shes in the class a team stuck in her daydream been this way since 18 but lately  her face seems slowly sinking  wasting crumbling like pastries and they scream the worst things in life come free to us cause shes just under the upper hand and go mad for a couple of grams and she dont want to go outside tonight and in a pipe she flies to the motherland or sells love to another man its too cold outside for angels to fly angels to fly ripped gloves  raincoat tried to swim and stay afloat dry house  wet clothes loose change  bank notes weary eyed  dry throat call girl  no phone and they say shes in the class a team stuck in her daydream been this way since 18 but lately  her face seems slowly sinking  wasting crumbling like pastries and they scream the worst things in life come free to us cause shes just under the upper hand and go mad for a couple of grams and she dont want to go outside tonight and in a pipe she flies to the motherland or sells love to another man its too cold outside for angels to fly an angel will die covered in white closed eyes and hoping for a better life this time  well fade out tonight straight down the line and they say shes in the class a team stuck in her daydream been this way since 18 but lately  her face seems slowly sinking  wasting crumbling like pastries and they scream the worst things in life come free to us and were all under the upper hand and go mad for a couple of grams and we dont want to go outside tonight and in a pipe she flies to the motherland or sells love to another man its too cold outside for angels to fly angels to fly fly  fly for angels to fly to fly  to fly for angels to dieembed
ed-sheeran,justin bieber   love yourself  ,for all the times that you rained on my parade and all the clubs you get in using my name you think you broke my heart  oh boy  for goodness sake you think im cryin on my own  well i aint and i didnt wanna write a song cause i didnt want anyone thinking i still care i dont  but you still hit my phone up and baby  ill be movin on and i think you should be somethin i dont wanna hold back maybe you should know that my mama dont like you and she likes everyone and i never like to admit that i was wrong and ive been so caught up in my job  didnt see whats going on but now i know  im better sleeping on my own cause if you like the way you look that much oh baby  you should go and love yourself and if you think that im still holdin on to somethin you should go and love yourself but when you told me that you hated my friends the only problem was with you and not them and every time you told me my opinion was wrong and tried to make me forget where i came from and i didnt wanna write a song cause i didnt want anyone thinking i still care i dont  but you still hit my phone up and baby  ill be movin on and i think you should be somethin i dont wanna hold back maybe you should know that my mama dont like you and she likes everyone and i never like to admit that i was wrong and ive been so caught up in my job  didnt see whats going on but now i know  im better sleeping on my own cause if you like the way you look that much oh baby  you should go and love yourself and if you think that im still holdin on to somethin you should go and love yourself doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo doo all the times that you made me feel small i fell in love  now i feel nothin at all i never felt so low and i was vulnerable was i a fool to let you break down my walls  cause if you like the way you look that much oh baby  you should go and love yourself and if you think that im still holdin on to somethin you should go and love yourselfembed
ed-sheeran,b o b   shot me through the heart   ,   through the heart  baby you watched me hit the ground oh  so fucking dark well  the story starts crazy  gnarlz barkley where do i start  youre here as i lay on the carpetembed
ed-sheeran,ed sheeran   wake me up  ,i should ink my skin with your name and take my passport out again and just replace it see i could do without a tan on my left hand where my fourth finger meets my knuckle and i should run you a hot bath  fill it up with bubbles cause maybe youre loveable and maybe youre my snowflake and your eyes turn from green to gray in the winter ill hold you in a cold place and you should never cut your hair cause i love the way you flick it off your shoulder and you will never know just how beautiful you are to me but maybe im just in love when you wake me up and would you ever feel guilty if you did the same to me  could you make me a cup of tea to open my eyes in the right way  and i know you love shrek  cause weve watched it 12 times and maybe youre hoping for a fairy tale too and if your dvd breaks today  you shouldve got a vcr cause ive never owned a blu ray  true say i know ive always been shit at computer games and your brother always beats me and if i lost  i go across and chuck all the controllers at the tv and then you laugh at me  and be asking me if im gonna be home next week and then you lie with me til i fall asleep and flutter eye lash on my cheek between the sheets and you will never know just how beautiful you are to me but maybe im just in love when you wake me up and i think you hate the smell of smoke you always try and get me to stop but you drink as much as me and i get drunk a lot so i ll take you to the beach and walk along the sand and ill make you a heart pendant with a pebble held in my hand and ill carve it like a necklace so the heart falls where your chest is now a piece of me is a piece of the beach and it falls just where it needs to be and rests peacefully so you just need to breathe to feel my heart against yours now against yours now cause maybe im just in love when you wake me up or maybe im just in love when you wake me up maybe i fell in love when you woke me up30embed
ed-sheeran,perfect   ed sheeran    ,darling just dive right in and follow my lead well i found a girl beautiful and sweet i never knew you were the someone waiting for me cause we were just kids when we fell in love not knowing what it was i will not give you up this time but darling  just kiss me slow  your heart is all i own and in your eyes youre holding mine baby  im dancing in the dark with you between my arms barefoot on the grass  listening to our favorite song when you said you looked a mess  i whispered underneath my breath but you heard it  darling  you look perfect tonight well i found a woman  stronger than anyone i know she shares my dreams  i hope that someday ill share her home i found a love  to carry more than just my secrets to carry love  to carry children of our own we are still kids  but were so in love fighting against all odds i know well be alright this time darling  just hold my hand be my girl  ill be your man i see my future in your eyes baby  im dancing in the dark  with you between my arms barefoot on the grass  listening to our favorite song when i saw you in that dress  looking so beautiful i dont deserve this  darling  you look perfect tonight baby  im dancing in the dark  with you between my arms barefoot on the grass  listening to our favorite song i have faith in what i see now i know i have met an angel in person and she looks perfect i dont deserve this you look perfect tonightembed
ed-sheeran,radio   ed sheeran    ,hi  my name is jme there was a time when radio played me cause my music came from my heart it was real to me  but now its a par im here struggling  keeping it real while the rest of them are hustling  seeking a deal sometimes i sit back and think jme just do one tune  make a couple gs and chill the reason i started making music is the exact same reason that ill never do it  i swear i didnt go through all of that for this ill give that a miss  thats just how it is im fair  straight  who can tell me different  look at me  determined  man on a mission my music is me  and i am my music so like it or lump it  imma do this i never had a playlist in my heart now i need an a list just to chart but ive been famous from the start how am i gonna make my mark  are you gonna play me though  this song was never meant for the radio  i get it in forget a radio spin  im just doing my thing and i dont have time for a playlist  how much will you pay me though if this songs not a hit on the radio  oh  oh  oh  oh  oh  oh thank god for night clubs and the raves cause i dont think they like us on the airwaves unless we water it down but cordial music is boring me now i swear  i guess it matters what your goal is or in this music scene  what your role is im still trying here  cause im a pioneer i use my mouth less than i use my eyes and ears see im just telling you the truth cant shoot the messenger  bulletproof booth you wont hear me on the radio but go to the rave  and the crowd  theyre raising roof why is that  whats going on there  to tell you the truth  i dont really care i am my music  my music is me like it or not  this is how its gonna be i never had a playlist in my heart now i need an a list just to chart but ive been famous from the start how am i gonna make my mark  are you gonna play me though  this song was never meant for the radio  i get it in forget a radio spin  im just doing my thing and i dont have time for a playlist  how much will you pay me though if this songs not a hit on the radio  oh  oh  oh  oh  oh  oh i feel it on the airwave  spinning on the dial bleeding through the speakers  written by the pile so wont you hear me out  never feel it from the bass line  feel it in the club maybe i could take time singing for the dub so wont you hear me out  i never had a playlist in my heart now i need an a list just to chart but ive been famous from the start how am i gonna make my mark  are you gonna play me though  this song was never meant for the radio  i get it in forget a radio spin  im just doing my thing and i dont have time for a playlist  how much will you pay me though if this songs not a hit on the radio  oh  oh  oh  oh  oh  oh are you gonna play me though  this song was never meant for the radio  i get it in forget a radio spin  im just doing my thing and i dont have time for a playlist  how much will you pay me though if this songs not a hit on the radio  oh  oh  oh  oh  oh  oh2embed
ed-sheeran,elton john   candle in the wind  ,goodbye norma jeane though i never knew you at all you had the grace to hold yourself while those around you crawled they crawled out of the woodwork and they whispered into your brain they set you on the treadmill and they made you change your name and it seems to me you lived your life like a candle in the wind never knowing who to cling to when the rain set in and i wouldve liked to have known you but i was just a kid your candle burned out long before your legend ever did loneliness was tough the toughest role you ever played hollywood created a superstar and pain was the price you paid even when you died oh the press still hounded you all the papers had to say was that marilyn was found in the nude and it seems to me you lived your life like a candle in the wind never knowing who to cling to when the rain set in and i wouldve liked to have known you but i was just a kid your candle burned out long before your legend ever did goodbye norma jeane though i never knew you at all you had the grace to hold yourself while those around you crawled goodbye norma jeane from the young man in the 22nd row who sees you as something more than sexual more than just our marilyn monroe and it seems to me you lived your life like a candle in the wind never knowing who to cling to when the rain set in and i wouldve liked to have known you but i was just a kid your candle burned out long before your legend ever did your candle burned out long before your legend ever didembed
ed-sheeran,zara larsson   don t let me be yours  ,i may know myself  but i realise that i can be led astray i know  i know that youre bad for my health but i dont care  i want you anyway ayy  yeah boy  you think that you know me oh  but you cant see my lonely heart things look different in the mornin  oh thats when we find out who we are would you still want me  without no makeup on my face  without alcohol in your veins  oh  would you  baby  would you still love me  with all the promises you made would you still mean the words you say  oh  would you  baby  yeah you know everybody makes mistakes  mmm dont let me be yours you know everybody makes mistakes dont let me be yours  no  dont let me be we may look like hell when its 6 a m   but its heaven in this bed i know  i know  i know that you can tell that were more than friends and its not just in our heads yeah  yeah boy  you think that you know me oh  but you cant see my lonely heart things look different in the mornin  yeah thats when we find out who we are would you still want me  without no makeup on my face  without alcohol in your veins  oh  would  you  baby  would you still love me  with all the promises you made would you still mean the words you say  oh  would you  baby  yeah you know everybody makes mistakes dont let me be yours you know everybody makes mistakes dont let me be yours  no  dont let me be boy  you think that you know me oh  but you cant see my lonely heart things look different in the mornin  ah thats when we find out who we are you know everybody makes mistakes  mmm dont let me be yours you know everybody makes mistakes dont let me be yours  no  dont let me be you know everybody makes mistakes  mmm dont let me be yours you know everybody makes mistakes dont let me be yours  no  dont let me be10embed
ed-sheeran,ed sheeran   castle on the hill  ,when i was six years old i broke my leg i was running from my brother and his friends and tasted the sweet perfume of the mountain grass i rolled down i was younger then  take me back to when i found my heart and broke it here made friends and lost them through the years and ive not seen the roaring fields in so long  i know ive grown but i cant wait to go home im on my way driving at 90 down those country lanes singing to tiny dancer and i miss the way you make me feel  and its real we watched the sunset over the castle on the hill fifteen years old and smoking hand rolled cigarettes running from the law through the backfields and getting drunk with my friends had my first kiss on a friday night  i dont reckon that i did it right but i was younger then  take me back to when we found weekend jobs  when we got paid wed buy cheap spirits and drink them straight me and my friends have not thrown up in so long  oh how weve grown but i cant wait to go home im on my way driving at 90 down those country lanes singing to tiny dancer and i miss the way you make me feel  and its real we watched the sunset over the castle on the hill over the castle on the hill over the castle on the hill one friend left to sell clothes one works down by the coast one had two kids but lives alone ones brother overdosed ones already on his second wife ones just barely getting by but these people raised me and i cant wait to go home and im on my way  i still remember these old country lanes when we did not know the answers and i miss the way you make me feel  its real we watched the sunset over the castle on the hill over the castle on the hill over the castle on the hill2embed
ed-sheeran,ed sheeran   hands of gold  game of thrones   ,he rode through the streets of the city down from his hill on high oer the winds and the steps and the cobble he rode to a womans sigh for she was his secret treasure she was his shame and his bliss and a chain and a keep are nothing compared to a womans kiss for hands of gold are always cold but a womans hands are warm for hands of gold are always cold but a womans hands are warm and there he stood with sword in hand the last of darrys ten and red the grass beneath his feet and red his banners bright and red the glow of the setting sun that bathed him in its light come one  come on  the great lord called my sword is hungry still and with the cry of savage rage they swarmed across the rill and with the cry of savage rage they swarmed across the rill he rode through the streets of the city down from his hill on high oer the winds and the steps and the cobble he rode to a womans sigh for she was his secret treasure she was his shame and his bliss for a chain and a keep are nothing compared to a womans kiss for hands of gold are always cold but a womans hands are warm for hands of gold are always cold but a womans hands are warm for hands of gold are always cold but a womans hands are warm for hands of gold are always cold but a womans hands are warmembed
ed-sheeran,ed sheeran   leave your life  ,if i forget to say goodbye before i catch the plane would you know the way that i feel when im away  well see the same sky tonight but the stars are out of place youll never know the weight of my heart every time i leave you  babe its hard to break the landing but ill see you again im never gonna leave your life even at the times im miles away  you are always on my mind forever and now  i will be by your side i know it can change from day to day  but this lovell keep alight im never gonna leave your life i  im never gonna leave your life oh  i could never tell you  ly or put in words your finest traits the darkest green and hazel eyes and yet i cant describe the shade you are all this heart of mine and there you will remain youll never know the weight of my decisions when i leave your smiling face its hard to understand it but ill see you again oh  i  im never gonna leave your life even at the times im miles away  you are always on my mind forever and now  i will be by your side i know it can change from day to day  but this lovell keep alight im never gonna leave your life i  im never gonna leave your life its hard to break the landing but ill see you again im never gonna leave your life even at the times im miles away  you are always on my mind forever and now  i will be by your side i know it can change from day to day  but this lovell keep alight im never gonna leave your life i  im never gonna leave your life if i forget to say goodbye before i catch the plane would you know the way that i feel when im away 3embed
ed-sheeran,lego house   ed sheeran,im gonna pick up the pieces and build a lego house if things go wrong  we can knock it down my three words have two meanings but theres one thing on my mind its all for you and its dark in a cold december but ive got you to keep me warm if youre broken  ill mend ya and i keep you sheltered from the storm thats raging on now im out of touch  im out of love ill pick you up when youre getting down and out of all these things ive done i think i love you better now im out of sight  im out of mind ill do it all for you in time and out of all these things ive done i think i love you better now now im gonna paint you by numbers and colour you in if things go right  we can frame it and put you on a wall and its so hard to say it but ive been here before now ill surrender up my heart and swap it for yours im out of touch  im out of love ill pick you up when youre getting down and out of all these things ive done i think i love you better now im out of sight  im out of mind ill do it all for you in time and out of all these things ive done i think i love you better now dont hold me down i think the braces are breaking and its more than i can take and its dark in a cold december but ive got you to keep me warm if youre broken  ill mend ya and keep you sheltered from the storm thats raging on now im out of touch  im out of love ill pick you up when youre getting down and out of all these things ive done i think i love you better now im out of sight  im out of mind ill do it all for you in time and out of all these things ive done i think i love you better now im out of touch  im out of love ill pick you up when youre getting down and out of all these things ive done i will love you better now98embed
ed-sheeran,eminem   river  ,been a lover  been a cheat all my sins need holy water  feel it washing over me a little one  i dont want to admit to something if all its gonna cause is pain truth in my lies right now are falling like the rain so let the river run hes coming home with his next grasp to catch flack sweat jackets and dress less  mismatch on his breast jackets is sex addict and cheaters want to egg sack it for being checked  get back its a chest match  shes on his back like a jetpack shes kept track of all his internet chats and guess who just so happens to be moving on to the next actually  just shit on my last chick and she has what my ex lacks  cause she loves danger  psychopath and you dont fuck with no mans girl  even i know that but she deviced some plan to stab him in the back knifing hands  says the relationship hanging by a strip so shes been on the web lately says maybe shell be my gwen stacy  in spiderman and i know shes using me to try to play him  i dont care hi suzanne  but i shoulda said bye suzanne after the first night  but tonight i am ive been a liar  been a thief been a lover  been a cheat all my sins need holy water  feel it washing over me little one  i dont want to admit to something if all its gonna cause is pain truth in my lies right now are falling like the rain so let the river run one night stand turned to two nights stand it was cold  some lights gram yall be hung tight and he found out  now she feels deserted and used  cause he left  so what  he did it first to her too now how am i supposed to tell this girl that were through  its hard to find the words  im aloof  nervous and suited when its too hurt but what you deserve is the truth dont take it personal  i just cant say this in person to you so i revert to the studio like hole in the wall diners dont have to be reserved in a booth i just dont like the person who im turnin into irreversible  i pray for you like a church at the pew and now that i got you i dont want you took advantage of my thirst to pursue why do i do this dirt that i do  get on my soap box and preach  my sermon and speech detergent and bleach is burning in the womb  cause now with her in the womb we cant bring her in this bullshit anew to use protection  fore i pity to your forbidden crew fuck  ive been a liar  been a thief been a lover  been a cheat all my sins need holy water  feel it washing over me a little one  i dont want to admit to something if all its gonna cause is pain truth in my lies now are falling like the rain so let the river run my names  my names  denver  never run call me  call me  river  well let the river run always the brides maid  never the bride  hey  what can i say  if life was a highway the sequels are non clay but be swerving in side lanes speeds that are high  rave like im sliding on ice maybe thats why im made  that came at you sideways i cant keep my life straight  what i made you terminate my baby this love drought angle left us in a rectangled what else can i say  it was fun for a while that i really woulda loved your smile then you really wanna abort but fuck it  whats one more lie to tell an unborn child  ive been a liar  been a thief been a lover  been a cheat all my sins need holy water  feel it washing over me a little one i dont want to admit to something  if all its gonna cause is pain truth in my lies now are falling like the rain so let the river runembed
ed-sheeran,the times and life of shawn carter  ,in my lifetime  more than a million rhymes  no joking ay  jay    can i get open  beyond reasonable doubt the industry made me wait whats crazy is im still spending money from 88 can i live and surprise the game  think harder you know this brother jay z shawn carter brooklyn marcy where friends or foes can get it quick so i suggest you all roll with the click  bitch  who you wit  its alright  just use your wits to know the difference between a 4 0 and a 4 6 young hov and you can feel every word like braille im a hustler  baby i can sell water to a whale the mike jordan of recording the truths in every word yeah  its a hard knock life but its aight  ya heard  when the remys in the system hear the track and take flight im a business  man  he who writes check with a hand that dont write okay  im reloaded with too many classics its the r o c  and we runnin this rap shit my flow is liable to go michael  take your pick jackson  tyson  jordan game 6 in the zone like 2 3 and made it look too easy cant leave rap alone  the game needs me im from the other side where other guys were quick to pull your card and argue about whos the best emcee biggie jay z and nas man  the average rap fan couldnt pick just one of the three its cool  im out for dead presidents to represent me the takeover  the breaks over so you can get that dirt off your shoulder cuz if i hit you  im brainless now if you get me  youre famous  whats a brother to do  damn  it gets tedious so i keep one eye open like cbs im focused  man this is a one of one the hustlers poster child ill show you how to do this  son so you can see what was what and who was who all the way from 4 44 to 40 40s down to 22 twos told yall  nobody wins when the family feuds my motto is simple  i will not lose allow me to re introduce myself  my name is hov  h to the o v leader of the black gang  r o c   mane they say words are a weapon so when i shoot  meet your death in less than eight seconds im from a place where the news cameras never come where you can have 99 problems but a bitch aint one h to the izzo v to the izzay yeah  im out that brooklyn always see me reppin bk cuz you cant knock the hustle so all we ask is trust thats why im overcharging em for what they did to the cold crush first off  i wanna thank my connect  dude cuz whats better than one black billionaire  twooooo they said i couldnt do it again so i did it again only rapper to rewrite history with no pen jiggaman  we did it  man  history made  you got to feel him no more big willie  my game is grown  prefer you call me william and if you cant respect that then your perspective is wack maybe youll love me when i fade to black youre witnessing the blueprint of how to pitch with no mound so gather round  hustlers cuz its    about    to go    down  congrats  s  carter  ghostwriter you paid the right price so we just made yo hits tighter    embed
ed-sheeran,ed sheeran   shape of you  ,the club isnt the best place to find a lover so the bar is where i go me and my friends at the table doing shots drinking fast and then we talk slow come over and start up a conversation with just me and trust me ill give it a chance now take my hand  stop  put van the man on the jukebox and then we start to dance  and now im singing like girl  you know i want your love your love was handmade for somebody like me come on now  follow my lead i may be crazy  dont mind me say  boy  lets not talk too much grab on my waist and put that body on me come on now  follow my lead come on now  follow my lead im in love with the shape of you we push and pull like a magnet do although my heart is falling too im in love with your body and last night you were in my room and now my bedsheets smell like you every day discovering something brand new im in love with your body oh i oh i oh i oh i im in love with the shape of you oh i oh i oh i oh i im in love with the shape of you one week in  the story begins were going out on our first date you and me are thrifty  so go all you can eat fill up my bag and you fill up a plate we talk for hours and hours about the sweet and the sour and how your family is doing okay leave and get in a taxi  then kiss in the backseat tell the driver make the radio play  and im singing like boy  you know i want your love our love was handmade for somebody like me come on now  follow my lead i may be crazy  dont mind me say  girl  lets not talk too much grab on my waist and put that body on me come on now  follow my lead come on now  follow my lead im in love with the shape of you we push and pull like a magnet do although my heart is falling too im in love with your body and last night you were in my room and now my bedsheets smell like you every day discovering something brand new im in love with your body oh i oh i oh i oh i im in love with the shape of you oh i oh i oh i oh i come on  be my baby  come on come on  be my baby  come on come on  be my baby  come on come on  be my baby  come on come on  be my baby  come on come on  be my baby  come on im in love with the shape of you we push and pull like a magnet do although my heart is falling too im in love with your body last night you were in my room and now my bedsheets smell like you every day discovering something brand new im in love with your body oh i oh i oh i oh i im in love with the shape of you oh i oh i oh i oh i im in love with the shape of youembed
ed-sheeran,ed sheeran   drunk      ,i wanna be drunk when i wake up on the right side of the wrong bed and never an excuse i made up tell you the truth i hate what didnt kill me  it never made me stronger at all love will scar your makeup lip sticks to me so now ill maybe lean back there im sat here  wishing i was sober i know ill never hold you like i used to but our house gets cold when you cut the heating without you to hold ill be freezing cant rely on my heart to beat it cause you take part of it every evening take words out of my mouth just from breathing replace with phrases like  when you leaving me  should i  should i  maybe ill get drunk again ill be drunk again ill be drunk again to feel a little love i wanna hold your heart in both hands not watch you fizzle at the bottom of a coke can and ive got no plans for the weekend so should we speak then  keep it between friends  though i know youll never love me  like you used to there may be other people like us will see the flicker of the clipper when they light up flames just create us  burns dont heal like before you dont hold me anymore on cold days  cold plays out like the bands name i know i cant heal things with a handshake you know i cant change  as i began saying you cut me wide open like a landscape open bottles of beer but never champagne to applaud you with the sound that my hands make should i  should i  maybe ill get drunk again ill be drunk again ill be drunk again to feel a little love all by myself im here again all by myself you know ill never change all by myself all by myself im just drunk again ill be drunk again ill be drunk again to feel a little love36embed
ed-sheeran,ed sheeran   save myself      ,i gave all my oxygen to people that could breathe i gave away my money and now we dont even speak i drove miles and miles  but would you do the same for me  oh  honestly  offered off my shoulder just for you to cry upon gave you constant shelter and a bed to keep you warm they gave me the heartache and in return i gave a song it goes on and on life can get you down so i just numb the way it feels i drown it with a drink and out of date prescription pills and all the ones that love me they just left me on the shelf no farewell so before i save someone else  ive got to save myself i gave you all my energy and i took away your pain cause human beings are destined to radiate or drain what line do we stand upon  cause from here it looks the same and only scars remain life can get you down so i just numb the way it feels i drown it with a drink and out of date prescription pills and all the ones that love me they just left me on the shelf no farewell so before i save someone else  ive got to save myself but if i dont then ill go back to where im rescuing a stranger just because they needed saving just like that oh  im here again between the devil and the danger but i guess its just my nature my dad was wrong cause im not like my mum cause shed just smile and im complaining in a song but it helps so before i save someone else ive got to save myself life can get you down so i just numb the way it feels i drown it with a drink and out of date prescription pills and all the ones that love me they just left me on the shelf no farewell so before i save someone else  ive got to save myself and before i blame someone else  ive got to save myself and before i love someone else  ive got to love myself25embed
